manhanvien,ho,ten,ngaysinh,gioitinh,diachi,sodienthoai,luong,chucvu
1116,Thất,Thị,07/30/2001,Nam,Hà Giang,093306369,9000,Người làm bán thời gian
1117,Đỗ,Thanh,12/18/1992,Nam,Nghệ An,090887413,50000,Chuyên gia nước ngoài
1118,Ôn,Mai,01/18/1999,Nam,Thái Nguyên,092371523,50000,Chuyên gia nước ngoài
1119,Đỗ,Quang Huy,12/20/1995,Nam,Bắc Ninh,095199991,9000,Người làm bán thời gian
1120,Lê,Lê Mai,04/28/1987,Khác,Lai Châu,097716941,50000,Chuyên gia nước ngoài
1121,Vi,Lê Thùy,04/22/1999,Nam,Hà Giang,098456050,10000,Lao động phổ thông
1122,Chu,Lê Nam,02/11/1994,Nam,Ninh Bình,090851202,9000,Người làm bán thời gian
1123,Sơn,,07/20/1987,Nam,Cao Bằng,091284564,60000,Cán bộ quản lý
1124,Phạm,Thanh Hương,05/18/1985,Nữ,Đà Nẵng,095905198,50000,Chuyên gia nước ngoài
1125,Trà,Minh,01/18/1988,Khác,Hải Dương,092674639,9000,Nhân sự thử việc
1126,Tiêu,Anh,02/25/1989,Khác,Đồng Tháp,094529527,10000,Lao động phổ thông
1127,Nhan,Nguyễn Kim,07/26/1999,Nữ,Bạc Liêu,094268802,50000,Chuyên gia nước ngoài
1128,Đặng,Trần Trang,07/01/1999,Khác,Sóc Trăng,092303229,8000,Thực tập sinh
1129,Cao,Nguyễn Mai,10/29/1994,Nữ,Bình Định,091753147,8000,Thực tập sinh
1130,Lai,Hồng,06/06/1985,Nữ,Ninh Thuận,094647516,60000,Cán bộ quản lý
1131,Tất,Nguyễn Nam,06/05/2001,Nữ,Bắc Kạn,090941314,9000,Nhân sự thử việc
1132,Dư,Quang Minh,02/25/1998,Khác,Đồng Nai,098594362,60000,Cán bộ quản lý
1133,Tất,Lê Nam,10/05/1985,Nữ,Phú Yên,094903797,40000,Kỹ sư
1134,Vũ,Văn,06/17/2002,Nữ,Bình Phước,095141890,50000,Chuyên gia nước ngoài
1135,Tôn,Phương,07/29/1992,Khác,Gia Lai,092608930,9000,Người làm bán thời gian
1136,Ngô,Minh Tuấn,05/28/1998,Nam,Sóc Trăng,096007081,40000,Kỹ sư
1137,Sơn,Anh,06/06/2001,Khác,Yên Bái,095938993,60000,Cán bộ quản lý
1138,Nữ,Nguyễn Thị,08/02/2002,Nam,Bình Định,099435584,10000,Công nhân
1139,Kim,Nguyễn Đức,09/22/1992,Nam,Phú Yên,091202285,9000,Nhân sự thử việc
1140,Vòng,Lê Hồng,07/23/1987,Nữ,Lâm Đồng,091586655,10000,Lao động phổ thông
1141,Hồ,Quang,05/23/2003,Nam,Quảng Ngãi,093778781,9000,Nhân sự thử việc
1142,Hàng,Trần Lan,01/24/1991,Nữ,Hà Tĩnh,099330163,50000,Chuyên gia nước ngoài
1143,Phan,Lê Thùy,08/31/1992,Nữ,Bạc Liêu,099208297,50000,Chuyên gia nước ngoài
1144,Văn,Dương,09/04/1999,Nam,Sơn La,092371523,8000,Thực tập sinh
1145,Lai,,10/19/1995,Nữ,Lai Châu,090377760,60000,Cán bộ quản lý
1146,Tôn,Nguyễn Hùng,05/01/1991,Nam,Yên Bái,096063862,10000,Công nhân
1147,Phan,Trần Đức,08/30/1999,Khác,Yên Bái,093271788,10000,Công nhân
1148,Quách,Lê Kim,02/04/1994,Nữ,Hồ Chí Minh (TP. HCM),098883063,9000,Nhân sự thử việc
1149,Viên,Ánh,09/07/1993,Khác,An Giang,097344939,10000,Công nhân
1150,Nguyễn,Trần Lan,08/06/2002,Khác,Cao Bằng,096967857,50000,Chuyên gia nước ngoài
1151,Trà,Anh,03/29/1996,Nữ,Bắc Ninh,094361675,8000,Thực tập sinh
1152,Viên,Trần Anh,06/14/1995,Khác,Đồng Tháp,091436850,50000,Chuyên gia nước ngoài
1153,Lê,Nguyễn Hồng,03/15/1993,Nam,Nam Định,090316749,15000,Nhân viên
1154,Lữ,Văn Anh,04/20/2002,Nữ,Tây Ninh,095964039,40000,Kỹ sư
1155,Tôn,Minh,05/10/1999,Nam,Lạng Sơn,099614230,15000,Nhân viên
1156,Chung,Minh Tuấn,10/31/2000,Khác,Bắc Ninh,099217013,15000,Nhân viên
1157,Huỳnh,Trần Hùng,03/07/2001,Khác,Bà Rịa - Vũng Tàu,090261172,40000,Kỹ sư
1158,Mạch,Lê Thùy,06/26/2000,Nữ,Cao Bằng,099126398,9000,Người làm bán thời gian
1159,Ôn,Minh Tuấn,03/03/2001,Nữ,Kon Tum,094510177,9000,Người làm bán thời gian
1160,Trình,Dương,01/05/1997,Nam,Phú Yên,099123374,60000,Cán bộ quản lý
1161,Kim,Phương,07/06/2002,Nữ,Cần Thơ,095203088,8000,Thực tập sinh
1162,Phùng,Nam,06/10/1985,Khác,Phú Yên,096076037,9000,Nhân sự thử việc
1163,Hồn,Lan,07/11/1989,Nữ,Bắc Giang,098309839,9000,Nhân sự thử việc
1164,Ôn,Tuấn Anh,09/10/1996,Nữ,Lạng Sơn,094622529,10000,Lao động phổ thông
1165,Bạch,Anh,09/23/1997,Khác,Thanh Hóa,092156810,40000,Kỹ sư
1166,Khưu,Nguyễn Mai,06/13/2001,Khác,Hà Tĩnh,092447196,10000,Lao động phổ thông
1167,Lại,Trần Anh,01/04/1985,Nam,Quảng Trị,098118889,15000,Nhân viên
1168,Nữ,Nam,08/09/1999,Nữ,Hải Phòng,095386319,15000,Nhân viên
1169,Hồn,Văn Đức,07/27/1997,Khác,Cần Thơ,097592513,9000,Nhân sự thử việc
1170,Âu,Dương,06/11/2000,Nữ,Quảng Ngãi,099683737,60000,Cán bộ quản lý
1171,Huỳnh,Quang Minh,07/11/1999,Nam,Hải Phòng,094529527,60000,Cán bộ quản lý
1172,Biện,Hồng,04/09/1994,Khác,Lào Cai,098080240,10000,Lao động phổ thông
1173,Tô,Thanh Hương,11/18/2002,Nam,Gia Lai,098035697,9000,Nhân sự thử việc
1174,Sơn,Trần Hùng,09/19/2001,Khác,Bắc Ninh,090238343,50000,Chuyên gia nước ngoài
1175,Chế,Đức,08/31/1990,Nữ,Bắc Ninh,096842168,10000,Công nhân
1176,Biện,Thanh Thảo,07/10/1991,Nữ,Bình Định,095592828,15000,Nhân viên
1177,Dư,Nguyễn Anh,11/30/2002,Nam,Tiền Giang,092289654,15000,Nhân viên
1178,Liêu,Nam,06/14/1985,Nữ,Yên Bái,090646002,10000,Công nhân
1179,Mai,Thùy,12/09/2003,Nam,Cần Thơ,097676701,60000,Cán bộ quản lý
1180,Vũ,Lê Kim,06/30/1991,Nữ,Cao Bằng,092015661,10000,Công nhân
1181,Võ,Trần Thị,12/19/2000,Khác,Hải Dương,094647516,10000,Lao động phổ thông
1182,Dư,Hoàng Nam,11/16/1985,Nam,Vĩnh Long,096505401,50000,Chuyên gia nước ngoài
1183,Thiều,Quang Minh,05/15/1994,Khác,Quảng Nam,099502398,9000,Người làm bán thời gian
1184,Giang,Lê Kim,10/18/1998,Nam,Đà Nẵng,099957852,15000,Nhân viên
1185,Chu,Lê Hồng,11/19/2000,Nam,Hà Giang,090045732,50000,Chuyên gia nước ngoài
1186,Phù,Trần Ánh,07/06/1990,Khác,Đà Nẵng,098129987,9000,Người làm bán thời gian
1187,Mai,Dương Hùng,06/07/2001,Nữ,Lào Cai,097685183,9000,Người làm bán thời gian
1188,Phạm,Đức,09/19/2004,Khác,Thanh Hóa,096111954,15000,Nhân viên
1189,Dương,Minh Tuấn,06/28/1999,Nữ,Cà Mau.,099283121,50000,Chuyên gia nước ngoài
1190,Lại,Hoàng An,03/11/2004,Khác,Hậu Giang,092198045,15000,Nhân viên
1191,Phùng,Dương Quốc,09/10/1998,Khác,Kon Tum,099459988,60000,Cán bộ quản lý
1192,Đỗ,Tuấn,12/05/1989,Nam,Bạc Liêu,094970992,9000,Người làm bán thời gian
1193,La,Thùy,12/20/1987,Nữ,Lào Cai,094366864,8000,Thực tập sinh
1194,Trầm,Lê Kim,02/23/2001,Nam,Quảng Bình,099241804,10000,Công nhân
1195,Tôn,Hoàng,08/09/1990,Nữ,Thái Nguyên,094991980,60000,Cán bộ quản lý
1196,Lại,Quang Minh,04/28/1990,Nam,Cao Bằng,095596369,9000,Người làm bán thời gian
1197,Tất,Thùy,07/29/1985,Nam,Lào Cai,090515882,9000,Người làm bán thời gian
1198,Phạm,Tuấn Anh,08/22/1999,Nam,Cao Bằng,090086097,50000,Chuyên gia nước ngoài
1199,Lục,Trần Anh,04/02/2004,Khác,Lào Cai,095845716,10000,Công nhân
1200,Đồn,Minh,06/25/2001,Khác,Đà Nẵng,099238040,50000,Chuyên gia nước ngoài
1201,Nữ,Nguyễn Đức,10/22/1985,Khác,Cà Mau.,098564157,40000,Kỹ sư
1202,Trà,Văn,07/24/1986,Nam,Hà Tĩnh,094104066,9000,Nhân sự thử việc
1203,Thiều,Dương Quốc,08/08/2001,Khác,Đồng Tháp,099624594,10000,Lao động phổ thông
1204,Ngô,Nguyễn Thùy,08/26/2003,Nam,Nghệ An,091579529,9000,Người làm bán thời gian
1205,Hàng,Anh,11/18/2004,Nam,Sơn La,096033689,8000,Thực tập sinh
1206,Đồn,Thanh Thảo,08/05/2001,Khác,Hòa Bình,091136479,9000,Người làm bán thời gian
1207,Phan,Quang,09/14/1996,Nữ,Quảng Trị,097250000,10000,Lao động phổ thông
1208,Đường,Lê Nam,05/15/1988,Nam,Phú Thọ,099142564,10000,Công nhân
1209,Trầm,Nguyễn Hồng,08/23/1999,Nam,Phú Yên,090267321,8000,Thực tập sinh
1210,Vũ,Minh Tuấn,03/03/1992,Nữ,Nghệ An,098310041,40000,Kỹ sư
1211,Phương,Đức,04/29/2000,Nam,Hải Dương,096086023,40000,Kỹ sư
1212,Ninh,Trần Đức,11/18/1992,Khác,Đồng Nai,099142564,50000,Chuyên gia nước ngoài
1213,Vũ,Trần Trang,01/10/2000,Khác,Quảng Bình,099535604,9000,Người làm bán thời gian
1214,Chung,Hồng,09/02/1985,Khác,Quảng Trị,092210345,8000,Thực tập sinh
1215,Lý,Đức,02/05/1999,Nữ,Hải Dương,096296247,60000,Cán bộ quản lý
1216,Mạc,Nguyễn Trang,04/26/2003,Nam,Bình Thuận,090005758,60000,Cán bộ quản lý
1217,Thiều,Nguyễn Hồng,10/04/1997,Khác,Nam Định,097278203,60000,Cán bộ quản lý
1218,Phù,Nguyễn Nam,12/09/1993,Khác,Bắc Ninh,091572239,40000,Kỹ sư
1219,Tôn,Quang Huy,01/31/1998,Nam,Cần Thơ,093467582,50000,Chuyên gia nước ngoài
1220,Châu,Phương,08/04/1997,Nữ,Nam Định,091618327,9000,Người làm bán thời gian
1221,Lâm,Nguyễn Anh,06/20/1986,Nam,Hưng Yên,097306006,9000,Nhân sự thử việc
1222,Hồ,Trần Trang,11/16/2001,Nam,Quảng Ngãi,095742491,60000,Cán bộ quản lý
1223,Ông,Thùy,08/11/2001,Khác,Quảng Ninh,090683196,40000,Kỹ sư
1224,Viên,Hồng,07/03/1989,Khác,Quảng Bình,090032310,50000,Chuyên gia nước ngoài
1225,Tôn,Nguyễn Hồng,12/31/1985,Nam,Cần Thơ,094104066,8000,Thực tập sinh
1226,Tạ,Phương,01/14/1989,Khác,Phú Thọ,095106381,9000,Nhân sự thử việc
1227,Lý,Thanh Thảo,04/05/1999,Khác,Hậu Giang,094118757,8000,Thực tập sinh
1228,Mạch,Anh,10/01/1994,Khác,Yên Bái,092938599,10000,Công nhân
1229,Khổng,Văn Anh,10/04/1998,Nam,Hải Phòng,098944016,50000,Chuyên gia nước ngoài
1230,Lai,Hoàng,11/02/1993,Khác,Vĩnh Long,090965513,10000,Công nhân
1231,Trương,Hoàng,08/11/1998,Nam,Hà Nam,097592513,9000,Người làm bán thời gian
1232,Chế,Đức,11/24/2004,Nam,Bắc Giang,090692557,10000,Lao động phổ thông
1233,Ông,Trần Lan,08/24/2004,Nữ,Bình Thuận,099766791,60000,Cán bộ quản lý
1234,Trầm,Thanh Thảo,05/02/2001,Nam,Bến Tre,098273377,9000,Người làm bán thời gian
1235,Quách,Văn Anh,03/16/2004,Nữ,An Giang,095485236,15000,Nhân viên
1236,Thái,Thanh Hương,09/07/1985,Nam,Hưng Yên,099587613,10000,Lao động phổ thông
1237,Đỗ,Lê Hồng,12/03/1986,Khác,Quảng Ngãi,098246109,10000,Lao động phổ thông
1238,Liêu,Nguyễn Trang,11/11/2000,Nữ,Hòa Bình,095965488,60000,Cán bộ quản lý
1239,Lai,Lê Kim,05/25/2001,Nam,Vĩnh Long,093931966,15000,Nhân viên
1240,Tống,Trần Anh,08/21/1989,Nam,An Giang,095736347,60000,Cán bộ quản lý
1241,Hồn,Minh Khánh,07/23/1985,Khác,Khánh Hòa,095938993,9000,Nhân sự thử việc
1242,Đậu,Trần Ánh,02/17/2004,Nam,Đà Nẵng,097862050,10000,Công nhân
1243,Lưu,Trần Trang,08/25/1995,Khác,Vĩnh Long,097663964,10000,Lao động phổ thông
1244,Trần,Anh,09/16/1996,Nam,Tây Ninh,092015661,15000,Nhân viên
1245,Võ,Tuấn Anh,01/01/1992,Nữ,Đắk Nông,092848464,60000,Cán bộ quản lý
1246,Tất,Hoàng,12/07/1997,Khác,Ninh Bình,092545497,60000,Cán bộ quản lý
1247,Nhan,Đức,04/27/2004,Nữ,Vĩnh Phúc,090930454,8000,Thực tập sinh
1248,Lục,Lan,09/21/1995,Khác,Phú Thọ,093019354,10000,Công nhân
1249,Đường,Kim,02/15/1986,Nam,Thái Nguyên,099350731,8000,Thực tập sinh
1250,Đàm,Văn,10/14/1988,Nam,An Giang,095050716,9000,Người làm bán thời gian
1251,Thiều,Quang Minh,12/01/1997,Nữ,Gia Lai,099519380,9000,Nhân sự thử việc
1252,Đường,Dương Quốc,09/02/2001,Nam,Cần Thơ,095481149,15000,Nhân viên
1253,Đậu,Lê Phương,04/24/1998,Nam,Bình Thuận,091367480,9000,Người làm bán thời gian
1254,Nhâm,Trần Thị,05/25/2002,Nữ,Trà Vinh,096842168,9000,Người làm bán thời gian
1255,Nhan,Đức,09/23/1987,Khác,Hải Dương,090214253,40000,Kỹ sư
1256,Lê,Tuấn,07/05/1993,Khác,Bình Phước,091188879,10000,Lao động phổ thông
1257,Ngô,Nguyễn Kim,12/12/1995,Nữ,Tiền Giang,090378106,50000,Chuyên gia nước ngoài
1258,Viên,Trần Trang,11/13/1994,Nữ,Ninh Bình,092268320,9000,Người làm bán thời gian
1259,Lại,Nguyễn Hùng,02/28/1988,Nam,Quảng Bình,094897441,40000,Kỹ sư
1260,Thái,Thanh Thảo,06/29/2001,Nam,Bến Tre,092665957,10000,Lao động phổ thông
1261,Mai,Nguyễn Nam,12/17/1993,Nam,Cần Thơ,097699561,8000,Thực tập sinh
1262,Nhâm,Quang Huy,07/09/1988,Nữ,Kon Tum,090868975,10000,Lao động phổ thông
1263,La,Minh Tuấn,12/02/1996,Nam,Hậu Giang,092899720,50000,Chuyên gia nước ngoài
1264,Tạ,Tuấn,04/12/1986,Khác,Lạng Sơn,099121679,9000,Người làm bán thời gian
1265,Lai,Nguyễn Lan,01/24/2004,Khác,Phú Yên,095973427,40000,Kỹ sư
1266,Lữ,Đức,05/24/1992,Nam,Khánh Hòa,093485779,10000,Lao động phổ thông
1267,Lưu,Hoàng Nam,06/02/2002,Nữ,Cần Thơ,094723857,15000,Nhân viên
1268,Biện,Kim,07/27/1993,Nữ,Đà Nẵng,094859828,15000,Nhân viên
1269,Trầm,Hoàng,10/19/1999,Khác,Hà Tĩnh,092536338,60000,Cán bộ quản lý
1270,Đoàn,Nguyễn Đức,06/27/1992,Khác,Phú Yên,091762560,15000,Nhân viên
1271,Ngụy,Lê Hồng,10/08/1997,Khác,Tây Ninh,097661547,10000,Công nhân
1272,Trịnh,Nguyễn Mai,05/03/2003,Nữ,Cà Mau.,093930600,10000,Công nhân
1273,Bùi,Lê Hồng,04/30/2003,Khác,Hà Tĩnh,095781720,50000,Chuyên gia nước ngoài
1274,Hoàng,Minh Khánh,12/26/1991,Nam,Cà Mau.,099000374,10000,Lao động phổ thông
1275,Vi,Minh,01/31/1993,Nữ,Hồ Chí Minh (TP. HCM),091259294,60000,Cán bộ quản lý
1276,Tống,Hoàng Nam,02/13/1990,Nữ,Tiền Giang,098208671,10000,Công nhân
1277,Tào,Nguyễn Kim,02/17/1996,Nữ,Hưng Yên,096562145,40000,Kỹ sư
1278,Mã,Trần Thị,12/05/1999,Khác,Ninh Thuận,094069863,9000,Nhân sự thử việc
1279,Vương,Hoàng An,01/06/2003,Nữ,Thái Nguyên,096374099,10000,Công nhân
1280,Lưu,Trần Lan,10/09/2001,Nam,Lâm Đồng,091327912,50000,Chuyên gia nước ngoài
1281,Liêu,Nguyễn Ánh,05/17/2003,Nam,Lâm Đồng,099683737,9000,Người làm bán thời gian
1282,Bạch,Nguyễn Nam,06/12/2001,Nữ,Khánh Hòa,097141871,15000,Nhân viên
1283,Chế,Ánh,05/01/1985,Nữ,Thái Nguyên,094352750,40000,Kỹ sư
1284,Từ,Minh,06/12/2000,Nữ,Quảng Nam,098474033,50000,Chuyên gia nước ngoài
1285,Hồn,Quang Minh,10/02/1991,Khác,Bình Phước,090425795,10000,Lao động phổ thông
1286,Tô,Quang,07/11/1991,Khác,Tuyên Quang,097216871,40000,Kỹ sư
1287,Đặng,Lê Thùy,05/23/1991,Nữ,Sơn La,095759622,9000,Người làm bán thời gian
1288,Hoàng,Nguyễn Hồng,03/27/1985,Khác,Long An,096803733,8000,Thực tập sinh
1289,Bùi,Hùng,10/17/1986,Nam,Thái Nguyên,099044671,10000,Lao động phổ thông
1290,Phạm,Anh,04/09/1986,Khác,Bắc Ninh,092814288,40000,Kỹ sư
1291,Nhan,Nguyễn Trang,12/31/1988,Nữ,Quảng Bình,098681044,40000,Kỹ sư
1292,Giang,Thanh Thảo,01/25/1986,Khác,Bắc Giang,097560575,40000,Kỹ sư
1293,Tôn,Hoàng,02/22/1996,Khác,Thừa Thiên Huế,092814288,8000,Thực tập sinh
1294,Lữ,Minh,09/19/1995,Nam,Vĩnh Long,097646921,40000,Kỹ sư
1295,Lý,Anh,05/17/1992,Nam,Quảng Ninh,097064024,9000,Người làm bán thời gian
1296,Sơn,Dương Quốc,03/07/1988,Nam,Bình Định,098554184,40000,Kỹ sư
1297,Biện,Nguyễn Thị,07/16/1993,Nam,Ninh Thuận,092220133,10000,Lao động phổ thông
1298,Đoàn,Hùng,02/27/1987,Nữ,Quảng Nam,099261032,50000,Chuyên gia nước ngoài
1299,Đường,Lê Mai,12/24/1997,Khác,Bạc Liêu,097175168,15000,Nhân viên
1300,Nhâm,Lê Phương,05/23/2004,Khác,Hậu Giang,093765443,15000,Nhân viên
1301,Tào,Nguyễn Nam,08/01/1996,Nữ,Cần Thơ,098303101,10000,Lao động phổ thông
1302,Châu,Lê Phương,11/21/2004,Khác,Đắk Nông,098498892,50000,Chuyên gia nước ngoài
1303,Châu,Minh,01/29/1989,Khác,Nghệ An,090683196,50000,Chuyên gia nước ngoài
1304,Ôn,Minh Tuấn,11/14/2001,Nam,Khánh Hòa,091284564,9000,Người làm bán thời gian
1305,Lai,Trần Anh,03/02/1998,Nam,Đắk Nông,097175767,9000,Nhân sự thử việc
1306,Lương,Minh Tuấn,02/27/2003,Nữ,Hà Nam,096644157,40000,Kỹ sư
1307,Quan,Tuấn,04/12/1997,Nam,Cao Bằng,097076336,9000,Người làm bán thời gian
1308,Hứa,Trần Thị,01/22/1995,Nữ,Tây Ninh,095348194,10000,Công nhân
1309,Lâm,Tuấn Anh,09/28/1992,Nam,Hòa Bình,092814288,9000,Người làm bán thời gian
1310,Trình,Trần Thị,09/23/1985,Nữ,Ninh Thuận,090818158,60000,Cán bộ quản lý
1311,Đàm,Thùy,07/29/1986,Nữ,Bình Định,096693000,40000,Kỹ sư
1312,Vũ,Nguyễn Thị,09/26/1999,Nam,Phú Thọ,094973360,50000,Chuyên gia nước ngoài
1313,Phan,Trần Đức,08/03/2004,Khác,Cà Mau.,095569760,9000,Nhân sự thử việc
1314,Đặng,Nguyễn Kim,02/01/1987,Nữ,Bình Thuận,095668668,10000,Lao động phổ thông
1315,La,Trần Hùng,01/02/1987,Khác,Yên Bái,094672521,9000,Nhân sự thử việc
1316,Tống,Dương Quốc,08/14/1995,Nam,Nghệ An,090622308,50000,Chuyên gia nước ngoài
1317,Nhâm,Hồng,10/17/1985,Nam,Đồng Tháp,095949031,9000,Nhân sự thử việc
1318,Tôn,Quang Huy,08/23/1993,Nam,Cà Mau.,096369307,8000,Thực tập sinh
1319,Lã,Hùng,09/02/1990,Nữ,Lâm Đồng,093579671,60000,Cán bộ quản lý
1320,Trà,Minh Tuấn,12/09/1996,Nam,Lai Châu,090819947,9000,Người làm bán thời gian
1321,Khổng,Trang,06/21/1985,Nữ,Lào Cai,091900192,15000,Nhân viên
1322,Nghiêm,Nguyễn Ánh,01/24/2002,Khác,Quảng Ninh,090316749,8000,Thực tập sinh
1323,Đậu,Nguyễn Ánh,02/05/1989,Nữ,Quảng Ninh,098335368,10000,Lao động phổ thông
1324,Hoàng,Hoàng Nam,08/01/2002,Khác,Hậu Giang,094794865,9000,Nhân sự thử việc
1325,Đoàn,Nguyễn Ánh,01/30/1999,Nữ,Bình Dương,094020080,8000,Thực tập sinh
1326,Lã,Thanh Thảo,07/25/2000,Nữ,Đồng Tháp,094845758,9000,Người làm bán thời gian
1327,Nghiêm,Hoàng,12/02/2001,Nữ,Thanh Hóa,090683196,60000,Cán bộ quản lý
1328,Vương,Văn,02/18/2002,Nam,Yên Bái,098596646,15000,Nhân viên
1329,Tôn,Tuấn,09/07/1989,Nam,Thừa Thiên Huế,091115231,8000,Thực tập sinh
1330,Lục,Nam,03/24/2001,Khác,Hải Dương,095122285,40000,Kỹ sư
1331,Hà,Trần Hùng,07/15/2004,Nữ,Bạc Liêu,094025614,9000,Người làm bán thời gian
1332,Lâm,Dương,05/07/1986,Khác,Ninh Bình,097808349,15000,Nhân viên
1333,Lâm,Hoàng Nam,05/09/2002,Nam,Gia Lai,092218290,40000,Kỹ sư
1334,Tôn,Phương,04/15/1999,Khác,Thanh Hóa,099857862,15000,Nhân viên
1335,Cao,Nguyễn Thị,07/22/1992,Nữ,Hà Nội,090583719,10000,Công nhân
1336,Bạch,Dương Quốc,07/14/2004,Nữ,Quảng Bình,096296247,9000,Người làm bán thời gian
1337,Vương,Nguyễn Ánh,12/21/2001,Nữ,Tuyên Quang,099083493,40000,Kỹ sư
1338,Lục,Quang,06/30/2000,Khác,Quảng Trị,094601091,10000,Công nhân
1339,Lại,Hồng,04/15/2000,Nữ,Hải Dương,092364763,60000,Cán bộ quản lý
1340,Tăng,Thanh Thảo,10/05/1986,Nữ,Bến Tre,095297345,10000,Lao động phổ thông
1341,Sơn,Trần Đức,10/27/1998,Nam,Bắc Ninh,090311584,9000,Nhân sự thử việc
1342,Nhan,Hùng,07/02/1986,Khác,Quảng Bình,098080240,9000,Người làm bán thời gian
1343,Ngô,Thanh,10/14/2000,Nam,Ninh Bình,091572235,60000,Cán bộ quản lý
1344,Phan,Mai,01/01/1992,Nam,Bắc Kạn,095949031,15000,Nhân viên
1345,La,Thanh,04/13/2000,Nam,Sơn La,091327912,15000,Nhân viên
1346,Đoàn,Nguyễn Anh,03/31/1987,Khác,Bình Phước,090358297,8000,Thực tập sinh
1347,Trương,Hồng,07/27/2000,Khác,Lâm Đồng,090507359,10000,Công nhân
1348,Âu,Dương Quốc,10/03/1988,Nữ,Hậu Giang,094655915,15000,Nhân viên
1349,Đoàn,Văn Đức,03/25/1989,Nữ,Bình Phước,093070764,40000,Kỹ sư
1350,Hồn,Dương Quốc,09/12/1993,Nam,Cao Bằng,099614230,40000,Kỹ sư
1351,Hà,Trang,12/24/1991,Nam,Đà Nẵng,099103285,9000,Người làm bán thời gian
1352,Phù,Trần Trang,09/05/1995,Khác,Quảng Trị,097175767,9000,Nhân sự thử việc
1353,Tạ,Nguyễn Thùy,02/07/2001,Nam,Hòa Bình,092540797,50000,Chuyên gia nước ngoài
1354,Biện,Quang Minh,08/03/1988,Nam,Phú Yên,095656444,40000,Kỹ sư
1355,Phùng,Kim,10/30/1986,Khác,Khánh Hòa,091259294,9000,Người làm bán thời gian
1356,Tôn,Minh Tuấn,06/10/1986,Nam,Hà Nội,097569561,9000,Nhân sự thử việc
1357,Đậu,Thanh,11/10/1992,Nữ,Thanh Hóa,094700934,10000,Công nhân
1358,Lại,Quang,06/12/2002,Khác,Lai Châu,099121679,60000,Cán bộ quản lý
1359,Liêu,Nguyễn Lan,10/19/2004,Khác,Đắk Lắk,097569561,10000,Công nhân
1360,Thân,Văn Đức,08/16/1998,Nữ,Kiên Giang,099330163,60000,Cán bộ quản lý
1361,La,Hồng,03/15/1998,Nam,Đắk Lắk,092879052,10000,Công nhân
1362,Nhan,Nam,02/23/1988,Nam,Hậu Giang,098594362,60000,Cán bộ quản lý
1363,Hứa,Lê Hồng,02/15/1991,Khác,Bình Thuận,092488978,9000,Người làm bán thời gian
1364,Phùng,Dương,03/22/1991,Nữ,Đà Nẵng,099633993,10000,Lao động phổ thông
1365,Đoàn,Hoàng An,12/03/1996,Nam,Lào Cai,098594362,10000,Lao động phổ thông
1366,Bùi,Trang,10/11/1987,Nam,Nghệ An,098716151,10000,Công nhân
1367,Đoàn,Minh Tuấn,09/29/1993,Khác,Kiên Giang,096063862,8000,Thực tập sinh
1368,Bành,Nguyễn Ánh,08/28/2003,Khác,Bắc Giang,097682149,9000,Nhân sự thử việc
1369,Âu,Hồng,08/13/1990,Nữ,Khánh Hòa,099285480,15000,Nhân viên
1370,Trình,Trần Anh,12/06/1998,Nam,Bắc Ninh,095348194,10000,Lao động phổ thông
1371,Nguyễn,Trần Trang,12/09/1996,Nam,Hà Nam,095297345,40000,Kỹ sư
1372,Chế,Lê Mai,03/25/1990,Khác,Quảng Trị,095383420,15000,Nhân viên
1373,Mạc,Nam,05/09/2002,Nam,Lâm Đồng,094044905,10000,Lao động phổ thông
1374,Tô,Nguyễn Đức,02/06/1985,Nam,Bắc Ninh,095124259,50000,Chuyên gia nước ngoài
1375,Nữ,Nguyễn Hùng,07/07/2004,Khác,Cần Thơ,096562145,50000,Chuyên gia nước ngoài
1376,Đặng,Quang Huy,11/12/2001,Khác,Lào Cai,090819947,50000,Chuyên gia nước ngoài
1377,Nữ,Trần Lan,03/22/2000,Khác,Hưng Yên,098192588,50000,Chuyên gia nước ngoài
1378,Âu,Dương Quốc,09/15/1993,Nữ,Phú Yên,095181639,15000,Nhân viên
1379,Trầm,Trang,01/23/2000,Khác,Hà Nam,093019354,9000,Nhân sự thử việc
1380,Bùi,Kim,11/23/2002,Nữ,Thừa Thiên Huế,094503919,50000,Chuyên gia nước ngoài
1381,Trình,Mai,12/21/1994,Khác,Lâm Đồng,095021540,10000,Lao động phổ thông
1382,Tất,Quang,08/21/1992,Nam,Quảng Ninh,090841932,8000,Thực tập sinh
1383,Phùng,Mai,02/18/1988,Nữ,Hà Tĩnh,091506281,60000,Cán bộ quản lý
1384,Triệu,Nguyễn Hồng,06/25/2000,Nam,Phú Thọ,090512645,10000,Công nhân
1385,Lâm,,10/05/1986,Nam,Hải Phòng,097344939,40000,Kỹ sư
1386,Đường,Trần Lan,04/21/1990,Khác,Cà Mau.,098246109,9000,Nhân sự thử việc
1387,Văn,Thanh Hương,05/14/1991,Nam,Quảng Nam,090047484,9000,Người làm bán thời gian
1388,Thất,Mai,08/12/1989,Khác,Nghệ An,090532925,50000,Chuyên gia nước ngoài
1389,Lương,Nam,07/31/1985,Nam,Quảng Trị,098012078,10000,Công nhân
1390,Chế,Minh Khánh,10/20/1990,Khác,Hải Dương,099305636,8000,Thực tập sinh
